SO,CORR,SAM,SPEAR
0.4056,0.8167295362328051,0.19583786600846856,0.03102045102045102
0.3518,0.5320052027038686,0.3197386979252247,0.014797358797358799
0.4146,0.6366888542035846,0.2703113270261003,-0.14074972474972475
0.3226,0.5045244052746762,0.33229925085838885,0.036543864543864546
0.1949,0.33927042430814447,0.4116169291540862,0.08663202263202265
0.4365,0.8303363657686565,0.18749488038701903,-0.08374061974061975
0.3412,0.5836233173721659,0.3095038663585713,-0.03915323115323116
0.2929,0.6323442886222352,0.28173317151720995,-0.019604047604047603
0.4313,0.784954339647131,0.21170266118435443,0.009876021876021877
0.3558,0.5209779910527665,0.3225616494432797,-0.06043126843126844
0.3038,0.44007536844879014,0.3518750309929922,0.00607921807921808
0.428,0.5485056058961518,0.31374707126647466,-0.011233979233979235
0.3154,0.5989359288099505,0.2971126796385968,0.12284406284406285
0.364,0.6628780660365896,0.268224230469766,0.04976942576942578
0.2419,0.49773487824512225,0.33357791821613153,-0.019164079164079164
0.2207,0.45890165352153317,0.3481437817994693,0.15103401103401104
0.2941,0.5098045755872718,0.3277337880289205,0.05016857016857017
0.1854,0.335461808773999,0.38963285122835617,-0.004205980205980206
0.2509,0.23998743286920088,0.4179927189963311,0.03565396765396765
0.441,0.748538227442339,0.22324346373027834,-0.06297457497457498
0.2659,0.33654387361413673,0.3873059829034956,-0.13154757554757554
0.3414,0.446788495720595,0.35171026572798214,0.011397131397131399
0.3644,0.6644668176536273,0.26907135156197437,0.046822606822606826
0.4181,0.8477865466263969,0.17797285318423692,-0.0029233349233349234
0.4219,0.7939991969784608,0.20764832897819596,-0.05546403146403147
0.2506,0.36758498574691667,0.3779245209641736,0.007498903498903499
0.4482,0.8257549252270824,0.1835397038428183,0.18213822213822214
0.2347,0.48943684041036983,0.3385271110748477,0.036506760506760515
0.2496,0.30853634304881616,0.39653472635306813,-0.15842912642912643
0.3326,0.683340387374346,0.2601036899433445,0.03428140628140628
0.3393,0.6569226317955592,0.272475194839568,-0.012084864084864085
0.4881,0.8320100355473705,0.18567072710265312,0.10674779874779874
0.2919,0.6014795244043449,0.2984322034354501,0.026824214824214827
0.3132,0.4878153813397582,0.33832075503585185,-0.0029862029862029863
0.3831,0.7481527050809659,0.23128478363925017,0.08405936405936407
0.3363,0.45395385963377166,0.3499133168182614,0.02176872976872977
0.36,0.7288812462073355,0.24057250064194843,-0.026802746802746802
0.432,0.6443477702012319,0.2786065447986453,0.021660453660453664
0.3375,0.5979212134342696,0.29496895247592775,0.024140172140172143
0.4013,0.8286113974728287,0.1887709753677346,0.05632568032568033
0.3463,0.5449038556250666,0.31595541632878016,-0.021113421113421113
0.4296,0.7706519313640362,0.21979725908947118,0.01748936948936949
0.2571,0.28938838031405895,0.4050023538831803,-0.11453165453165455
0.4193,0.81145466363583,0.19871747626999478,0.0002520602520602521
0.4244,0.797664081836261,0.20586015113333941,-0.03672248472248472
0.3922,0.6811603889487285,0.2606787268927265,-0.03604399204399204
0.414,0.7824767505011946,0.21316658960512966,0.07238313638313638
0.4026,0.7367142639271856,0.23482018516244127,-0.03214776814776815
0.3602,0.5549908641063104,0.30987231468109533,-0.046507330507330503
0.2644,0.31711186680811976,0.3953659974828149,0.04046699246699247
0.288,0.44581348073975324,0.3515868479804618,0.18051769251769254
0.456,0.6462409948369762,0.2731545141858105,-0.009932457932457932
0.4859,0.7841074166538052,0.21128961778649535,0.04550141750141751
0.3183,0.6039606547043123,0.29280254674094325,-0.009490113490113491
0.4777,0.6954507185692771,0.2551617899302574,-0.10143079743079743
0.4244,0.8586354591471355,0.17084468243739176,-0.04043134043134043
0.4114,0.8688567076666005,0.16448101501692025,0.0009114369114369116
0.3468,0.6981730939307373,0.25457137424870624,0.021283665283665282
0.4265,0.8545686419972234,0.17338362153903303,-0.024291024291024296
0.3999,0.7913575042918781,0.21063822353553152,0.09323565323565323
0.1979,0.27244025317573406,0.4119282849578097,0.08105481305481306
0.4257,0.7798419345162908,0.2148884563534789,-0.0917837117837118
0.4264,0.8202642915381642,0.19318180179337732,0.002481218481218481
0.4252,0.828557771724882,0.1894374029503676,0.027662007662007663
0.2275,0.42673675049917326,0.35824228717567064,-0.02966570966570967
0.3637,0.6025156464588735,0.29025485982293253,0.06480259680259681
0.3914,0.7262897353864688,0.24056328044207223,0.03475227475227475
0.3882,0.8591033957598586,0.17180969558463904,0.04562188562188563
,0.5821518337626652,,
0.387,0.784599578784315,0.21223723965078742,0.06518375318375319
0.2573,0.39074609751657197,0.37175508088441567,-0.05281273681273681
0.3441,0.5840321045569126,0.303292789064991,-0.07015209415209415
0.2898,0.32972855627303693,0.39405142255916326,-0.009156969156969157
0.414,0.7897456373708026,0.2097916048515558,-0.018113022113022115
0.3811,0.7964522212268851,0.20688967467105787,0.020730584730584735
0.4103,0.748765640698957,0.22849015603614103,-0.06733815133815134
0.4606,0.7495818990036991,0.23227558366185752,0.07204984804984804
0.3322,0.5304591787720445,0.3156114284124345,0.2231724431724432
0.41,0.6340181134891187,0.277030372707135,0.08217137817137818
0.3275,0.7007548043831578,0.2525562144147384,-0.005280689280689281
0.3819,0.58314305027799,0.2978747713602462,-0.09248786048786048
0.3275,0.6746875651318183,0.2636124123276956,-0.010793782793782795
0.3352,0.6643052683309061,0.26767447634162045,0.03162099162099162
0.3089,0.5228602863445302,0.323605821829361,0.006914550914550915
0.4098,0.8521618803917876,0.17501966548964312,0.019762627762627764
0.4298,0.898501218902788,0.1446744648097664,-0.026400554400554402
0.3925,0.558247811667781,0.3081844584044665,0.10867912867912868
0.4019,0.8034050751901511,0.20250277671448674,-0.03298353298353299
0.3852,0.7377551008193979,0.23544336497788385,-0.05615896415896416
0.4495,0.8781947011730837,0.1584695399319803,0.07482371082371084
0.3747,0.810725002118696,0.19839405539411809,-0.03686785286785287
0.4094,0.7725322263970593,0.21873120095124504,-0.025113469113469112
0.3555,0.5962997046756612,0.2949614243582682,0.051025047025047024
0.3988,0.7003003380755314,0.25237931906449473,0.12485774885774886
0.451,0.7754665277782662,0.21750869046798263,0.014753906753906755
0.4256,0.8329518439931517,0.18667728512367723,0.018835842835842834
0.2536,0.47127168560413946,0.3426669481925642,-0.059952539952539956
0.4381,0.8353247590569814,0.18539675592711757,-0.03050851850851851
0.4121,0.6246826081335213,0.28292422850071125,0.027321291321291324
0.3986,0.6619469589655691,0.2677247216348708,0.05994068394068395
0.1958,0.22832596431137112,0.4232360703034337,-0.05022247422247422
0.4168,0.7383687833602506,0.2331935720799358,-0.010049602049602051
0.3173,0.5862774638138015,0.29845952496488953,0.10949090549090551
0.1977,0.40039005321874704,0.36750209360735836,0.03375104175104175
0.4577,0.8601282623300096,0.16991669832185494,0.10312055512055514
0.3702,0.5443357443014354,0.315445737031623,-0.10954356154356154
0.4506,0.643780012744443,0.2747545506189475,-0.19442904242904244
0.3353,0.7116113758471052,0.2486225573013392,-0.011503775503775506
0.397,0.7977416023353567,0.20522977008508386,0.07192809592809593
0.4248,0.7818629195924243,0.21440809688960843,-0.0417992337992338
0.4001,0.8455042928875803,0.1788670747418215,-0.04293942693942695
0.337,0.6277631728111571,0.2898204355147163,0.0023751743751743754
0.4263,0.8116185828480201,0.19857925909403568,-0.0770928770928771
0.434,0.8288181430684768,0.18896220951383777,-0.024259764259764262
0.3945,0.5849008358989493,0.3027693830455294,-0.0736022536022536
0.4032,0.6988386684284877,0.25489388679091074,0.13168756768756767
0.4233,0.7149022080440494,0.24528974779402307,-0.007336255336255338
0.2587,0.3176894496986968,0.3975233134626817,0.12231397431397431
0.3119,0.5149461063240455,0.33084606370804015,0.017122901122901123
0.2024,0.3163729334010185,0.4008672292048554,0.06224879024879025
0.2758,0.44521919568712043,0.35057113441218457,0.020312156312156313
0.2724,0.39127458720753105,0.36923145378052685,0.03441028641028641
0.3577,0.678713830283955,0.2619608501415603,0.019354219354219354
0.4123,0.8190421016721949,0.19426852725449975,0.017231381231381234
0.3654,0.8118831539340711,0.19932540151897174,0.0665928425928426
0.4167,0.889007023677753,0.15126657968122753,-0.06134016134016135
0.3821,0.7913255980205383,0.20905716865598914,0.01794702594702595
0.2187,0.2752254298654076,0.4040550442383514,0.08464855264855266
0.3113,0.5557202747048968,0.3116282265927192,-0.12756922356922357
0.2805,0.4363332766655894,0.35965545507567087,0.019774795774795777
0.4092,0.7704663387701036,0.22020431381079494,0.0038137478137478136
0.3244,0.5713644859638791,0.30561044051985115,0.05493409893409894
0.3881,0.6511006886264435,0.2729043090453293,-0.030992394992394996
0.3975,0.8198127217040552,0.19367019788068143,-0.01435800235800236
0.2966,0.5127850993632895,0.3290277460128485,-0.02078984078984079
0.4857,0.7930985064364646,0.21211395445962014,0.058027666027666035
0.2815,0.5599107226026654,0.3117079211706364,0.009624189624189625
0.4192,0.8398587192800664,0.18257007914831844,0.06136626136626137
0.3262,0.6860531668550635,0.2579652993009701,0.06431737631737632
0.4818,0.8344672789068599,0.18856030505754146,0.2303660543660544
0.4233,0.841338570915013,0.18133657616209886,-0.018282030282030282
0.2877,0.34764640601754687,0.3847739495903577,0.04411275211275212
0.3899,0.7480518596115493,0.2316007359632209,0.06337794337794338
0.2751,0.496349319165037,0.3343296353749642,0.0017463137463137465
0.4195,0.8715093742356427,0.16326809578683563,0.0028244788244788247
0.4184,0.46575786290169346,0.34812215187837636,-0.05103926703926704
0.3689,0.7401035386458298,0.23403977030493903,-0.06431750831750832
0.2724,0.45155545081435866,0.34660262342295783,-0.1131829971829972
0.3553,0.6219480602236216,0.28212195561043885,0.09320798120798122
0.3194,0.5585895445079826,0.3108554537240954,-0.015151959151959151
0.407,0.6877927999538382,0.2564330392859141,-0.009106677106677107
0.3953,0.8227819925189752,0.19257793368489853,-0.03137523137523138
0.2024,0.35444665849766954,0.3855254849875404,0.08077869277869279
0.4031,0.7644953787419145,0.22287172041584774,0.1198043518043518
0.4446,0.7212226451391894,0.24252088986147552,0.026321186321186324
0.3573,0.5366861484450991,0.3185126021055993,0.06818339618339618
0.3929,0.8193672343140647,0.19421277636999168,0.022827334827334827
0.4115,0.6827605615402783,0.2582565568177106,0.02306768306768307
0.4081,0.8320726529218074,0.18692689156557454,-0.026773526773526773
0.2493,0.5205178239015267,0.3266036929697436,0.10374288774288776
0.3809,0.6167069376662125,0.2882119834231608,-0.0723074883074883
0.3163,0.6958517785158921,0.2547731838675442,-0.004760884760884761
0.2865,0.5511011679871646,0.3156279178662061,0.06463962463962465
0.3654,0.7224899492849783,0.24192432577965828,-0.01825759825759826
0.4264,0.7772867685764426,0.21601678723607398,-0.07214443214443216
0.4459,0.7776493613326962,0.2170424800520678,0.08820082020082022
0.3948,0.7812787072237104,0.21427302546084923,0.011116103116103117
0.2532,0.24801209214852624,0.41133715808016325,-0.06710843510843512
0.2708,0.4099987526887872,0.36126522830174135,0.062209190209190204
0.2084,0.3822914179860671,0.37708958576978746,0.024819900819900827
0.3511,0.5685740257738829,0.3061071238640537,0.06947692547692548
0.3846,0.7776813706709744,0.21559264136141063,0.008132888132888134
0.4102,0.8435780653996753,0.18217991321503776,0.044505620505620506
0.4286,0.7768340909769138,0.21710773634941813,0.04481734481734482
0.3311,0.5837057468399349,0.3013791174712958,-0.00010052410052410053
0.1963,0.27482151329603866,0.40770163817916805,-0.1731611931611932
0.2523,0.21787381627010682,0.4153099882665765,0.06746196746196746
0.4318,0.635995277782614,0.27840528435323275,0.04231021831021831
0.4031,0.7151900498911394,0.24552849871521437,-0.0032198792198792196
0.3028,0.5444526527032055,0.3198498164327291,-0.023371439371439373
0.2476,0.4190089279902155,0.36043753917780696,0.028050928050928053
0.3909,0.7959507239471262,0.2067767857546606,0.01696868896868897
0.3515,0.6039024291197157,0.29202126807016776,0.04150462150462151
0.4257,0.7636200239282492,0.2241494016627492,0.011386523386523389
0.2994,0.5346620520590715,0.3185134962521031,-0.10984280584280585
0.4263,0.8519338517514112,0.1754335436685842,0.027737835737835736
0.3901,0.7940477903678429,0.2090833321841449,0.023543447543447546
0.3073,0.6999628453036398,0.25283176909594135,0.08283110283110284
0.3597,0.5745638720979853,0.3034135617988742,0.03914640314640315
0.3456,0.6848261799060438,0.2618118523020448,0.04578612978612979
0.4435,0.8828979705196593,0.15609698469122354,0.03133109533109533
0.4238,0.8586117570707941,0.17123270716389175,-0.04910128910128911
0.2872,0.41440398675157875,0.3625002034291437,-0.02851141651141651
0.3961,0.8708067918308848,0.16320558831293747,-0.007365367365367365
0.3375,0.6049561151762476,0.2903196349842931,0.008347388347388348
0.3174,0.4805426729461352,0.34016399605503983,-0.06734866334866335
0.339,0.5427396249616323,0.31536470721317017,0.01465741465741466
0.3965,0.723161251557475,0.24251742684281685,0.06093168093168093
0.2536,0.14485977421366927,0.4380390101773498,0.04818122418122419
0.3556,0.744143732493784,0.23359465192451528,0.024310332310332312
0.2323,0.2666953518349984,0.41618892652094325,0.04473134073134074
0.3348,0.5568851900871508,0.31962754310295294,0.3101315861315862
0.3661,0.5808269030105617,0.30142372128834555,-0.0014042774042774043
0.3556,0.6860255530733951,0.258964774223252,0.08163010563010564
0.2823,0.5689748120456706,0.3067427601590819,-0.018539466539466542
0.3697,0.6285472241938339,0.28296228789196615,0.0808067488067488
0.3159,0.6412096571306325,0.2783437728965975,0.06330614730614732
0.2919,0.4695795652599794,0.34293154237677625,0.052091884091884096
0.3586,0.5979176566942788,0.29721023409423075,0.15042324642324642
0.3815,0.6835713461868631,0.2585858872605053,0.17554995154995157
0.3833,0.8049928779782118,0.20205141240342786,0.02198022998022998
0.2965,0.4563125796503779,0.3506301612676324,0.034020658020658026
0.3142,0.5949720772349065,0.29597992180969185,0.03908564708564709
0.4426,0.7573970671833898,0.22550534185094517,0.005074265074265075
0.3805,0.6994693133101898,0.25270940254150376,-0.028430152430152435
0.43,0.7537560728177374,0.22386832432307308,0.11707179307179309
0.4093,0.8928684786063904,0.14850376190524878,0.01647202047202047
0.4118,0.5251072877401147,0.3235602575302879,0.031736575736575734
0.4463,0.7319880286580791,0.2386640104103087,0.06787542787542789
0.4266,0.8306482507612012,0.18809381812564074,-0.028892872892872894
0.4243,0.8066706461876566,0.20090505126442038,-0.0400916080916081
0.1847,0.2950861977244744,0.4018650324132135,-0.0033943233943233946
0.149,0.18182449370318216,0.4366432214848014,0.006262362262362262
0.4219,0.7982031845598638,0.20486768368229594,0.011256563256563257
0.415,0.7901698811186688,0.20950823163471996,-0.10131031731031732
0.3477,0.7687362135844493,0.22154552474114217,0.06705095505095507
0.4255,0.7519721825205665,0.22910741432324583,0.012955872955872956
0.3862,0.729569681063007,0.23992061638923767,0.006898938898938899
0.4237,0.79968118428974,0.2042863462355889,0.016440640440640444
0.4393,0.8403469588252283,0.181967410932813,-0.017650181650181652
0.3297,0.6734268528785039,0.26409522779863687,0.09227808827808828
0.3679,0.585581460524875,0.3019454382863322,0.07427579027579029
0.4045,0.805924076149418,0.20119875004250032,-0.04116205716205716
0.4032,0.7104732012878675,0.24982889231247538,0.04887942087942088
0.4647,0.7986483448210207,0.2079756687349957,-0.030649494649494652
0.4481,0.8249777367258765,0.19029671275701573,0.1585929145929146
0.3618,0.6490681587877781,0.2742081018488261,1.2360012360012362e-05
0.4133,0.6929909000471552,0.24901402744450615,-0.04812422412422413
0.2958,0.34211016404621225,0.39058620807723704,0.017083709083709084
0.3673,0.6564815523954101,0.272212072318261,-0.009424449424449425
0.4186,0.8656032410543709,0.16655071324572954,0.01566721566721567
0.3083,0.4433084010844627,0.35370731033824426,-0.04715422715422716
0.4175,0.7908628799687296,0.208969608060554,-0.06676169476169477
0.2755,0.43815443916395386,0.3526812460009575,0.15715034515034515
0.415,0.7630875988193602,0.22351324819275845,0.022144018144018143
0.3251,0.502463199134438,0.3314590922419179,-0.13424169824169824
0.4231,0.8296108291375233,0.18845329353805304,0.032245052245052246
0.3274,0.5773450878388482,0.30347101485406536,0.07344639744639744
0.4873,0.7336824390394643,0.23199047078810212,0.09796945396945397
0.3929,0.8597209681262242,0.17041478291158932,-0.024951972951972955
0.3068,0.5960348696041418,0.29607276490035245,0.05417143817143818
0.4402,0.7613679831837641,0.22391033674976635,-0.0929080649080649
0.3407,0.7324771858681356,0.24373979941959434,0.12613475413475414
0.4119,0.860401795554194,0.17077006193798236,0.09196711996711997
0.4265,0.8089417732230119,0.1996074139517048,-0.02630684630684631
0.4283,0.8551700006447419,0.17336686924297234,0.006366822366822368
0.3485,0.6588971716186995,0.27384729070347397,0.06568321768321769
0.2866,0.4237992865500092,0.3585789632536466,0.0851129051129051
0.3974,0.7348482001766211,0.23668261799783005,0.013066789066789068
0.2758,0.35645357128836475,0.3835128672695147,-0.02201919401919402
0.3256,0.4755733931968059,0.334164994195825,0.005565545565545566
0.3952,0.7667098219743884,0.22178409717407516,0.03177568377568378
0.4393,0.7914469277327082,0.20903643774401642,-0.004661680661680662
0.3519,0.6177345433062773,0.2870961967025751,-0.0397971397971398
0.4067,0.7060730055646811,0.249632425400768,0.035894435894435896
0.4491,0.7587068117040109,0.22652499331853115,-0.014937842937842937
0.3326,0.6297213441737559,0.28183703261513937,0.07744740544740544
0.3432,0.6685549242825206,0.26629390468796216,-0.03641952041952042
0.2817,0.4151308426213589,0.36250065365225154,-0.009599685599685602
0.4216,0.8545157965866288,0.1738960527875337,-0.03557763557763558
0.4409,0.8580858310761341,0.1713887906121995,-0.031471507471507475
0.3583,0.5842145889299557,0.29997995612354506,0.0484986964986965
0.3995,0.7149609571912263,0.24563406780045485,-0.029550065550065552
0.4193,0.7893006828097857,0.2106828358809713,-0.10796427596427596
0.4045,0.8530632689025555,0.1746478021990667,0.03715684915684916
0.4132,0.8480129144306912,0.17744345503536393,-0.008343944343944346
0.3673,0.618754956963337,0.28541576486632253,-0.020172632172632175
0.382,0.8102160876492374,0.19923388487297988,0.029622773622773626
0.4983,0.6947911995344285,0.2533084267811162,0.007710595710595711
0.3059,0.46860071930164293,0.34492089264053527,0.029586557586557587
0.3945,0.5966926623391045,0.29407186296474097,0.05376778176778177
0.3041,0.45926544838789896,0.34942091864118846,0.07794185394185393
0.4282,0.8147686050746975,0.196457301398711,-0.04138848538848539
0.4444,0.8344476174234087,0.18529879083008788,-0.032170856170856174
0.2664,0.4078940020102262,0.3660602326460548,0.06008486408486408
0.4604,0.759339240097439,0.22428288933397802,-0.13092827892827893
0.423,0.835122929593654,0.18494752610816997,-0.031142503142503147
0.2528,0.33156931126600764,0.39356445736843854,0.03237609237609238
0.2662,0.4526761482364638,0.3490730333603671,-0.045742413742413744
0.2991,0.4081505735813568,0.3627596669478368,0.052051096051096056
0.3698,0.6907278958547571,0.256938821540154,-0.00802067602067602
0.3361,0.606939562582626,0.2916911160176084,-0.1284985764985765
0.4385,0.7604358102007743,0.22450281635917924,0.050664530664530666
0.185,0.2594510722902484,0.41341818545691106,0.06347639147639149
0.4185,0.7900201450604738,0.20967025250290283,-0.010634398634398634
0.4217,0.7790956260454855,0.2154085396279555,0.03202707202707203
0.3921,0.7804641786910771,0.21673476240450737,0.12087886887886887
0.2883,0.2983661439040396,0.39991775071852537,-0.01040974640974641
0.3772,0.6366540429349804,0.2796005473944092,-0.016921000921000923
0.3847,0.7521538875105385,0.22794524888169562,-0.02382711582711583
0.3917,0.7027796815982015,0.2520398850283383,0.05131633531633532
0.4276,0.6967819473091057,0.25399328939474747,0.014173634173634172
0.2653,0.41872656059980606,0.35874290450976304,-0.021331653331653332
0.4164,0.8251857252622635,0.1905601281792808,0.037937797937797946
0.3354,0.7133642330929427,0.24761649132686056,0.057657453657453665
0.3903,0.6795262355814197,0.2607288214422891,0.006157434157434158
0.3682,0.6385792705837822,0.2782920240679768,0.10596382596382596
0.4228,0.8674498996355575,0.16566792527345756,0.05844225444225445
0.217,0.37506746050737233,0.3764021888207841,-0.014413922413922415
0.4287,0.801458735275738,0.20310281733148441,0.04214231414231415
0.4385,0.8718928344847312,0.16434453848145203,-0.003871023871023871
0.257,0.4244940886061902,0.35992234064324086,-0.11381005781005782
0.2589,0.4464091699749856,0.35180100510104,-0.01916920316920317
0.4502,0.7939687864732636,0.207485673249483,0.06323513123513123
0.3973,0.6194737107958486,0.28541210085032204,-0.0882879882879883
0.442,0.8608943822945782,0.16956251550217172,0.06740860340860341
0.4495,0.8124335353736215,0.19688475257200175,-0.031647307647307645
0.4072,0.6556825088921397,0.2712116939118272,0.02198754998754999
0.3474,0.5711482142957469,0.3052126379454261,-0.13224387624387623
0.3582,0.4597628986252614,0.3450989740135481,0.04975947775947776
0.3769,0.7246210760094167,0.24164433455690892,0.08551861351861353
0.4084,0.7618373219344362,0.22364885701724985,-0.006375822375822376
0.4151,0.847751467234875,0.17773229653194358,-0.011055959055959056
0.2535,0.37731010711275736,0.3792321437557109,0.054099558099558104
0.3491,0.7183570225591747,0.24354312015687601,-0.057013341013341025
0.3282,0.5599327825468325,0.31154376815370993,-0.03897759897759898
0.4167,0.7592745013391293,0.22393033969761897,-0.12263118263118264
0.4382,0.8410214499811348,0.1814984719667635,0.06527078927078928
0.4174,0.7688351922583834,0.22085993517593575,0.008915996915996916
0.3626,0.7634532469464153,0.22312368097890045,0.0037172797172797174
0.4655,0.7866124785456823,0.21134941186639994,0.050429150429150436
0.2102,0.29307636924786223,0.40137527409916574,0.12916844116844117
0.3771,0.5925189475011328,0.297568460214862,-0.03600763200763201
0.3658,0.8155425501060249,0.1960540093491072,0.01996859596859597
0.4047,0.8551605712262571,0.1734537903609155,0.023926991926991926
0.3609,0.697782513152306,0.2539792047034506,0.019201195201195204
0.2547,0.5272373047910786,0.3224542887387199,0.05277815277815278
0.3001,0.3459098724383444,0.3867764814295655,0.03337373737373738
0.3809,0.5762042307755882,0.3034882710126389,-0.12345913545913546
0.4067,0.7106850367713309,0.24800612474510697,-0.029906885906885908
0.433,0.8076752622462993,0.19882284350011672,0.12215546615546616
0.4246,0.8562042319254897,0.17274368707120047,0.014815538815538815
0.2665,0.353837612355909,0.382977462168528,-0.059637743637743636
0.2668,0.30822248630099514,0.40055064749424235,0.02030668430668431
0.4141,0.8337745221769655,0.18577632090919505,0.013761469761469764
0.3748,0.5453864444764709,0.31560760794659926,-0.0623838023838024
0.3489,0.5652649734226456,0.3101979217048823,0.09174388374388374
0.45,0.7947664942666368,0.20750217911591268,-0.04344739944739945
0.3507,0.7157657544083234,0.24270989105526872,0.011366843366843368
0.28,0.44365057436553335,0.3517060229088892,-0.09826100626100627
0.4069,0.7545925708713821,0.22780839777306472,0.03280068880068881
0.3852,0.7028871467361335,0.2507967973536101,0.00496921696921697
0.4174,0.7775840679205592,0.2162525237273749,-0.005484389484389484
0.3143,0.48088332993776417,0.3382098679486093,0.04458830058830059
0.3977,0.7646573806992676,0.22248668646259165,0.0030651390651390653
0.418,0.8707685394566824,0.1634098257574743,0.010898182898182899
0.3442,0.7186750343091455,0.2455725193105428,0.03105831105831106
0.4182,0.8443041199444368,0.1797350628057628,0.0003544923544923545
0.2207,0.37133036474922837,0.37715139672075626,-0.008006456006456008
0.4255,0.8003361271526437,0.20394902610260765,0.01094087894087894
0.357,0.7298391669384354,0.23879985208194418,0.033789153789153786
0.3222,0.6130934415345675,0.28892409914680545,-0.04162924162924163
0.3017,0.5674400964016272,0.3091845078763915,0.07347104547104548
0.3167,0.5260618669466938,0.32338546684231034,0.01435004635004635
0.4108,0.8407893197635223,0.18182250875247205,-0.023443823443823446
0.3314,0.5073299774522995,0.32891722271331353,0.062227598227598234
0.3294,0.6524239629005504,0.2731732406267431,0.06948590148590149
0.3569,0.6671308343539868,0.26675677043535534,-0.025850569850569854
0.3741,0.36990275839707365,0.39577193059937427,-0.2798654438654439
0.3389,0.6760270038310414,0.2630865295106536,-0.10440664440664442
0.2433,0.34650480974635667,0.3899158461542628,-0.03660693660693661
0.4464,0.8124558398690938,0.19689847726663096,0.11936407136407137
0.3439,0.6688931145461197,0.26635800209929,0.04557527757527758
0.2454,0.3088433134092667,0.39359501643646555,-0.15523954723954725
0.4302,0.8241440468685957,0.19140070926206734,0.14200100200100202
0.4039,0.7223693513027452,0.24291989324504012,-0.06436583236583236
0.4433,0.839118164348132,0.18333883562720302,0.002622026622026622
0.4384,0.8435327796242316,0.18002471744611917,0.011454599454599456
0.4686,0.7931891938392266,0.2094481564385006,0.030943782943782947
0.4363,0.8368462320430348,0.18391347067350666,0.013432789432789433
